2|(object_3 PURPLE BOX,)|near the middle of the table, to the right of a similar purple cube|near the middle of the table, to the right of a similar purple cube|'RelationLandmarkPhrase\n  Relation "near"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      NounPhrase\n        Noun "middle"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
3|(object_1 GREEN CYLINDER,)|it is at the end of the table,in the right corner| at the end of the table,in the right corner|'RelationLandmarkPhrase\n  Relation "at"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      NounPhrase\n        Noun "end"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|'RelationLandmarkPhrase\n  OnRelation "in"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        OrientationAdjective\n          Direction "right"\n      Noun "corner"\n'|
3|(object_3 ORANGE CYLINDER,)|located on the left side of the table near the edge| on the left side of the table near the edge|'RelationLandmarkPhrase\n  OnRelation "on"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        AdjectivePhrase\n          OrientationAdjective\n            Direction "left"\n        Noun "side"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ExtrinsicReferringExpression\n          Article "the"\n          RelationNounPhrase\n            NounPhrase\n              Noun "table"\n            RelationLandmarkPhrase\n              Relation "near"\n              ReferringExpression\n                Article "the"\n                NounPhrase\n                  Noun "edge"\n'|
3|(object_2 BLUE CYLINDER,)|on the left side of the table between the green rectangular cuboid and the brown cylinder. it is directly to the left of the green rectangular cuboid in the back left corner of the table|on the left side of the table between the green rectangular cuboid and the brown cylinder. to the left of the green rectangular cuboid in the back left corner of the table|'RelationLandmarkPhrase\n  OrientationRelation\n    DestinationTag "to"\n    Article "the"\n    Direction "left"\n    BelongingTag "of"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        TwoAdjectivePhrase\n          Adjective "green"\n          Adjective "rectangular"\n        Noun "cuboid"\n      RelationLandmarkPhrase\n        OnRelation "in"\n        ExtrinsicReferringExpression\n          Article "the"\n          RelationNounPhrase\n            AdjectiveNounPhrase\n              TwoAdjectivePhrase\n                OrientationAdjective\n                  Direction "back"\n                OrientationAdjective\n                  Direction "left"\n              Noun "corner"\n            RelationLandmarkPhrase\n              PartOfRelation\n                BelongingTag "of"\n              ReferringExpression\n                Article "the"\n                NounPhrase\n                  Noun "table"\n'|
5|(object_2 PURPLE SPHERE,)|to the right of the green box|to the right of the green box|'RelationLandmarkPhrase\n  OrientationRelation\n    DestinationTag "to"\n    Article "the"\n    Direction "right"\n    BelongingTag "of"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "green"\n      Noun "box"\n'|
4|(object_3 GREEN BOX,)|in the back right corner|in the back right corner|'RelationLandmarkPhrase\n  OnRelation "in"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      TwoAdjectivePhrase\n        OrientationAdjective\n          Direction "back"\n        OrientationAdjective\n          Direction "right"\n      Noun "corner"\n'|
3|(object_2 BLUE CYLINDER,)|to the left of the only green cube on the table|to the left of the green cube on the table|'RelationLandmarkPhrase\n  OrientationRelation\n    DestinationTag "to"\n    Article "the"\n    Direction "left"\n    BelongingTag "of"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        AdjectivePhrase\n          Adjective "green"\n        Noun "cube"\n      RelationLandmarkPhrase\n        OnRelation "on"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
1|(object_5 PURPLE BOX,)|at the side of the table|at the side of the table|'RelationLandmarkPhrase\n  Relation "at"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      NounPhrase\n        Noun "side"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
3|(object_3 ORANGE CYLINDER,)|it is on the left side of the table| on the left side of the table|'RelationLandmarkPhrase\n  OnRelation "on"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        AdjectivePhrase\n          OrientationAdjective\n            Direction "left"\n        Noun "side"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
1|(object_5 PURPLE BOX,)|near the end of the table|near the end of the table|'RelationLandmarkPhrase\n  Relation "near"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      NounPhrase\n        Noun "end"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
5|(object_3 BLUE BOX,)|to the left of the yellow sphere|to the left of the yellow sphere|'RelationLandmarkPhrase\n  OrientationRelation\n    DestinationTag "to"\n    Article "the"\n    Direction "left"\n    BelongingTag "of"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "yellow"\n      Noun "sphere"\n'|
1|(object_2 ORANGE CYLINDER,)|next to a blue sphere in the middle of the table|next to a blue sphere in the middle of the table|'RelationLandmarkPhrase\n  Relation "next to"\n  ExtrinsicReferringExpression\n    Article "a"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        AdjectivePhrase\n          Adjective "blue"\n        Noun "sphere"\n      RelationLandmarkPhrase\n        OnRelation "in"\n        ExtrinsicReferringExpression\n          Article "the"\n          RelationNounPhrase\n            NounPhrase\n              Noun "middle"\n            RelationLandmarkPhrase\n              PartOfRelation\n                BelongingTag "of"\n              ReferringExpression\n                Article "the"\n                NounPhrase\n                  Noun "table"\n'|
5|(object_1 YELLOW SPHERE,)|in the back center, slightly right, next to a blue box|in the back center, right, next to a blue box|'RelationLandmarkPhrase\n  Relation "next to"\n  ReferringExpression\n    Article "a"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "blue"\n      Noun "box"\n'|
2|(object_5 PURPLE BOX,)|near the left edge of the table, next to yellow cube|near the left edge of the table, next to yellow cube|'RelationLandmarkPhrase\n  Relation "near"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        AdjectivePhrase\n          OrientationAdjective\n            Direction "left"\n        Noun "edge"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
2|(object_5 PURPLE BOX,)|in the middle of the table, near the left edge|in the middle of the table, near the left edge|'RelationLandmarkPhrase\n  OnRelation "in"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      NounPhrase\n        Noun "middle"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|'RelationLandmarkPhrase\n  Relation "near"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        OrientationAdjective\n          Direction "left"\n      Noun "edge"\n'|
1|(object_3 ORANGE BOX,)|above the blue sphere, above and to the right of the orange cylinder, below and to the right of the pink rectangular prism and below the purple small rectangular prism|above the blue sphere, above and to the right of the orange cylinder, below and to the right of the pink rectangular prism and below the purple rectangular prism|'RelationLandmarkPhrase\n  Relation "above"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "blue"\n      Noun "sphere"\n'|'RelationLandmarkPhrase\n  OrientationRelation\n    DestinationTag "to"\n    Article "the"\n    Direction "right"\n    BelongingTag "of"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "orange"\n      Noun "cylinder"\n'|'RelationLandmarkPhrase\n  OrientationRelation\n    DestinationTag "to"\n    Article "the"\n    Direction "right"\n    BelongingTag "of"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      TwoAdjectivePhrase\n        Adjective "pink"\n        Adjective "rectangular"\n      Noun "prism"\n'|
1|(object_3 ORANGE BOX,)|near the right side of the table, towards the back, up right from the orange cylinder and blue sphere and down right from the pink rectangular prism|near the right side of the table, towards the back, up right from the orange cylinder and blue sphere and down right from the pink rectangular prism|'RelationLandmarkPhrase\n  Relation "near"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        AdjectivePhrase\n          OrientationAdjective\n            Direction "right"\n        Noun "side"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
2|(object_5 PURPLE BOX,)|on the left side of the table|on the left side of the table|'RelationLandmarkPhrase\n  OnRelation "on"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        AdjectivePhrase\n          OrientationAdjective\n            Direction "left"\n        Noun "side"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
1|(object_5 PURPLE BOX,)|near the corner of the table|near the corner of the table|'RelationLandmarkPhrase\n  Relation "near"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      NounPhrase\n        Noun "corner"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
4|(object_5 YELLOW BOX,)|towards the middle back, behind a red sphere|towards the middle back, behind a red sphere|'RelationLandmarkPhrase\n  Relation "behind"\n  ReferringExpression\n    Article "a"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "red"\n      Noun "sphere"\n'|
4|(object_2 ORANGE CYLINDER,)|on the left side on the table, next to the red ball|on the left side on the table, next to the red ball|'RelationLandmarkPhrase\n  OnRelation "on"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        AdjectivePhrase\n          OrientationAdjective\n            Direction "left"\n        Noun "side"\n      RelationLandmarkPhrase\n        OnRelation "on"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|'RelationLandmarkPhrase\n  Relation "next to"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "red"\n      Noun "ball"\n'|
3|(object_4 GREEN BOX,)|near the middle of the table next to the blue cylinder|near the middle of the table next to the blue cylinder|'RelationLandmarkPhrase\n  Relation "near"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      NounPhrase\n        Noun "middle"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ExtrinsicReferringExpression\n          Article "the"\n          RelationNounPhrase\n            NounPhrase\n              Noun "table"\n            RelationLandmarkPhrase\n              Relation "next to"\n              ReferringExpression\n                Article "the"\n                AdjectiveNounPhrase\n                  AdjectivePhrase\n                    Adjective "blue"\n                  Noun "cylinder"\n'|
5|(object_1 YELLOW SPHERE,)|next to the blue block|next to the blue block|'RelationLandmarkPhrase\n  Relation "next to"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "blue"\n      Noun "block"\n'|
1|(object_1 BLUE SPHERE,)|next to the cylinder|next to the cylinder|'RelationLandmarkPhrase\n  Relation "next to"\n  ReferringExpression\n    Article "the"\n    NounPhrase\n      Noun "cylinder"\n'|
1|(object_1 BLUE SPHERE,)|on the table close to a cylinder|on the table close to a cylinder|'RelationLandmarkPhrase\n  OnRelation "on"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      NounPhrase\n        Noun "table"\n      RelationLandmarkPhrase\n        Relation "close to"\n        ReferringExpression\n          Article "a"\n          NounPhrase\n            Noun "cylinder"\n'|
3|(object_4 GREEN BOX,)|at the far end of the table next to a blue cylinder|at the far end of the table next to a blue cylinder|'RelationLandmarkPhrase\n  Relation "at"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        AdjectivePhrase\n          OrientationAdjective\n            Direction "far"\n        Noun "end"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ExtrinsicReferringExpression\n          Article "the"\n          RelationNounPhrase\n            NounPhrase\n              Noun "table"\n            RelationLandmarkPhrase\n              Relation "next to"\n              ReferringExpression\n                Article "a"\n                AdjectiveNounPhrase\n                  AdjectivePhrase\n                    Adjective "blue"\n                  Noun "cylinder"\n'|
4|(object_1 RED SPHERE,)|near the center of the table, next to a short cylinder, behind a horizontal rectangular prism|near the center of the table, next to a cylinder, behind a horizontal rectangular prism|'RelationLandmarkPhrase\n  Relation "next to"\n  ReferringExpression\n    Article "a"\n    NounPhrase\n      Noun "cylinder"\n'|
3|(object_4 GREEN BOX,)|at the end of the table near the small blue cylinder|at the end of the table near the blue cylinder|'RelationLandmarkPhrase\n  Relation "at"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      NounPhrase\n        Noun "end"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ExtrinsicReferringExpression\n          Article "the"\n          RelationNounPhrase\n            NounPhrase\n              Noun "table"\n            RelationLandmarkPhrase\n              Relation "near"\n              ReferringExpression\n                Article "the"\n                AdjectiveNounPhrase\n                  AdjectivePhrase\n                    Adjective "blue"\n                  Noun "cylinder"\n'|
3|(object_4 GREEN BOX,)|on the right side of the blue circular object|on the right side of the blue circular object|'RelationLandmarkPhrase\n  OnRelation "on"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        AdjectivePhrase\n          OrientationAdjective\n            Direction "right"\n        Noun "side"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          AdjectiveNounPhrase\n            TwoAdjectivePhrase\n              Adjective "blue"\n              Adjective "circular"\n            Noun "object"\n'|
1|(object_3 ORANGE BOX,)|towards the back and to the right of the table|towards the back and to the right of the table|'RelationLandmarkPhrase\n  OrientationRelation\n    DestinationTag "to"\n    Article "the"\n    Direction "right"\n    BelongingTag "of"\n  ReferringExpression\n    Article "the"\n    NounPhrase\n      Noun "table"\n'|
3|(object_3 ORANGE CYLINDER,)|in the back corner of the table|in the back corner of the table|'RelationLandmarkPhrase\n  OnRelation "in"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        AdjectivePhrase\n          OrientationAdjective\n            Direction "back"\n        Noun "corner"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
3|(object_4 GREEN BOX,)|next to the pink object and towards the back left corner of the table|next to the pink object and towards the back left corner of the table|'RelationLandmarkPhrase\n  Relation "next to"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "pink"\n      Noun "object"\n'|'RelationLandmarkPhrase\n  Relation "towards"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        TwoAdjectivePhrase\n          OrientationAdjective\n            Direction "back"\n          OrientationAdjective\n            Direction "left"\n        Noun "corner"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
1|(object_2 ORANGE CYLINDER,)|is in the middle of the table| in the middle of the table|'RelationLandmarkPhrase\n  OnRelation "in"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      NounPhrase\n        Noun "middle"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
2|(object_2 PURPLE BOX,)|in the front left corner|in the front left corner|'RelationLandmarkPhrase\n  OnRelation "in"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      TwoAdjectivePhrase\n        OrientationAdjective\n          Direction "front"\n        OrientationAdjective\n          Direction "left"\n      Noun "corner"\n'|
2|(object_4 GREEN BOX,)|on the edge of the table|on the edge of the table|'RelationLandmarkPhrase\n  OnRelation "on"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      NounPhrase\n        Noun "edge"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
3|(object_1 GREEN CYLINDER,)|positioned near the back edge of the table, near the right hand corner| near the back edge of the table, near the right hand corner|'RelationLandmarkPhrase\n  Relation "near"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        AdjectivePhrase\n          OrientationAdjective\n            Direction "back"\n        Noun "edge"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
3|(object_5 ORANGE BOX,)|in the middle and to the right side of the table|in the middle and to the right side of the table|'RelationLandmarkPhrase\n  OnRelation "in"\n  ReferringExpression\n    Article "the"\n    NounPhrase\n      Noun "middle"\n'|
1|(object_4 PINK BOX,)|between the rectangle objects and above the round object|between the rectangle objects and above the round object|'RelationLandmarkPhrase\n  Relation "above"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "round"\n      Noun "object"\n'|
1|(object_5 PURPLE BOX,)|the furthest object away and sits on the right hand side of the table, near the edge|the furthest object away and sits on the right hand side of the table, near the edge|'RelationLandmarkPhrase\n  Relation "near"\n  ReferringExpression\n    Article "the"\n    NounPhrase\n      Noun "edge"\n'|
4|(object_1 RED SPHERE,)|on a table behind a yellow block and to the right of a orange cylendar|on a table behind a yellow block and to the right of a orange cylendar|'RelationLandmarkPhrase\n  OnRelation "on"\n  ExtrinsicReferringExpression\n    Article "a"\n    RelationNounPhrase\n      NounPhrase\n        Noun "table"\n      RelationLandmarkPhrase\n        Relation "behind"\n        ReferringExpression\n          Article "a"\n          AdjectiveNounPhrase\n            AdjectivePhrase\n              Adjective "yellow"\n            Noun "block"\n'|
5|(object_3 BLUE BOX,)|at the very back edge of the table, behind the other four objects|at the back edge of the table, behind the other four objects|'RelationLandmarkPhrase\n  Relation "at"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        AdjectivePhrase\n          OrientationAdjective\n            Direction "back"\n        Noun "edge"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
5|(object_2 PURPLE SPHERE,)|next to the green rectangle, near the center of the table|next to the green rectangle, near the center of the table|'RelationLandmarkPhrase\n  Relation "next to"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "green"\n      Noun "rectangle"\n'|
5|(object_2 PURPLE SPHERE,)|next to a green block|next to a green block|'RelationLandmarkPhrase\n  Relation "next to"\n  ReferringExpression\n    Article "a"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "green"\n      Noun "block"\n'|
2|(object_1 YELLOW BOX,)|towards the back left corner|towards the back left corner|'RelationLandmarkPhrase\n  Relation "towards"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      TwoAdjectivePhrase\n        OrientationAdjective\n          Direction "back"\n        OrientationAdjective\n          Direction "left"\n      Noun "corner"\n'|
2|(object_3 PURPLE BOX,)|located towards the middle of the table, close to the midpoint between another purple cube and a green cube| towards the middle of the table, close to the midpoint between another purple cube and a green cube|'RelationLandmarkPhrase\n  Relation "towards"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      NounPhrase\n        Noun "middle"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
4|(object_3 GREEN BOX,)|at the far end of the table|at the far end of the table|'RelationLandmarkPhrase\n  Relation "at"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        AdjectivePhrase\n          OrientationAdjective\n            Direction "far"\n        Noun "end"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
5|(object_2 PURPLE SPHERE,)|is in the middle of the table| in the middle of the table|'RelationLandmarkPhrase\n  OnRelation "in"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      NounPhrase\n        Noun "middle"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
4|(object_1 RED SPHERE,)|close to the middle of the table|close to the middle of the table|'RelationLandmarkPhrase\n  Relation "close to"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      NounPhrase\n        Noun "middle"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
4|(object_5 YELLOW BOX,)|behind a red ball|behind a red ball|'RelationLandmarkPhrase\n  Relation "behind"\n  ReferringExpression\n    Article "a"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "red"\n      Noun "ball"\n'|
3|(object_1 GREEN CYLINDER,)|placed towards the top right corner of the table| towards the top right corner of the table|'RelationLandmarkPhrase\n  Relation "towards"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        TwoAdjectivePhrase\n          OrientationAdjective\n            Direction "top"\n          OrientationAdjective\n            Direction "right"\n        Noun "corner"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
5|(object_3 BLUE BOX,)|in the back side of the table|in the back side of the table|'RelationLandmarkPhrase\n  OnRelation "in"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        AdjectivePhrase\n          OrientationAdjective\n            Direction "back"\n        Noun "side"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
3|(object_4 GREEN BOX,)|next to the blue cylinder|next to the blue cylinder|'RelationLandmarkPhrase\n  Relation "next to"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "blue"\n      Noun "cylinder"\n'|
5|(object_2 PURPLE SPHERE,)|next to a green cube and int the middle of the table|next to a green cube and int the middle of the table|'RelationLandmarkPhrase\n  Relation "next to"\n  ReferringExpression\n    Article "a"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "green"\n      Noun "cube"\n'|
3|(object_2 BLUE CYLINDER,)|in front of the orange cylinder and just to the left of the green rectangle on the back half and left side of the table|in front of the orange cylinder and to the left of the green rectangle on the back half and left side of the table|'RelationLandmarkPhrase\n  Relation "in front of"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "orange"\n      Noun "cylinder"\n'|'RelationLandmarkPhrase\n  OrientationRelation\n    DestinationTag "to"\n    Article "the"\n    Direction "left"\n    BelongingTag "of"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        AdjectivePhrase\n          Adjective "green"\n        Noun "rectangle"\n      RelationLandmarkPhrase\n        OnRelation "on"\n        ReferringExpression\n          Article "the"\n          AdjectiveNounPhrase\n            AdjectivePhrase\n              OrientationAdjective\n                Direction "back"\n            Noun "half"\n'|
5|(object_5 GREEN BOX,)|near the middle, next to a small purple ball|near the middle, next to a purple ball|'RelationLandmarkPhrase\n  Relation "near"\n  ReferringExpression\n    Article "the"\n    NounPhrase\n      Noun "middle"\n'|'RelationLandmarkPhrase\n  Relation "next to"\n  ReferringExpression\n    Article "a"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "purple"\n      Noun "ball"\n'|
4|(object_5 YELLOW BOX,)|directly in the middle of the table| in the middle of the table|'RelationLandmarkPhrase\n  OnRelation "in"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      NounPhrase\n        Noun "middle"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
1|(object_5 PURPLE BOX,)|closest to the end of the table and near the pink cube|closest to the end of the table and near the pink cube|'RelationLandmarkPhrase\n  Relation "near"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "pink"\n      Noun "cube"\n'|
3|(object_4 GREEN BOX,)|next to the short blue cylinder|next to the blue cylinder|'RelationLandmarkPhrase\n  Relation "next to"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "blue"\n      Noun "cylinder"\n'|
5|(object_1 YELLOW SPHERE,)|at the far end of the table, midway between the corners|at the far end of the table, midway between the corners|'RelationLandmarkPhrase\n  Relation "at"\n  ExtrinsicReferringExpression\n    Article "the"\n    RelationNounPhrase\n      AdjectiveNounPhrase\n        AdjectivePhrase\n          OrientationAdjective\n            Direction "far"\n        Noun "end"\n      RelationLandmarkPhrase\n        PartOfRelation\n          BelongingTag "of"\n        ReferringExpression\n          Article "the"\n          NounPhrase\n            Noun "table"\n'|
4|(object_2 ORANGE CYLINDER,)|behind square number four and directly to the left of the red ball|behind square number four and to the left of the red ball|'RelationLandmarkPhrase\n  OrientationRelation\n    DestinationTag "to"\n    Article "the"\n    Direction "left"\n    BelongingTag "of"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "red"\n      Noun "ball"\n'|
1|(object_2 ORANGE CYLINDER,)|placed near the blue sphere| near the blue sphere|'RelationLandmarkPhrase\n  Relation "near"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "blue"\n      Noun "sphere"\n'|
5|(object_5 GREEN BOX,)|next to the tiny sphere|next to the sphere|'RelationLandmarkPhrase\n  Relation "next to"\n  ReferringExpression\n    Article "the"\n    NounPhrase\n      Noun "sphere"\n'|
4|(object_5 YELLOW BOX,)|behind the orange cylander and red sphere and in front of the green cube|behind the orange cylander and red sphere and in front of the green cube|'RelationLandmarkPhrase\n  Relation "in front of"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "green"\n      Noun "cube"\n'|
4|(object_2 ORANGE CYLINDER,)|to the left of the red sphere and behind the largest yellow rectangular block|to the left of the red sphere and behind the largest yellow rectangular block|'RelationLandmarkPhrase\n  OrientationRelation\n    DestinationTag "to"\n    Article "the"\n    Direction "left"\n    BelongingTag "of"\n  ReferringExpression\n    Article "the"\n    AdjectiveNounPhrase\n      AdjectivePhrase\n        Adjective "red"\n      Noun "sphere"\n'|
